instance,gini_clause_size,gini_var_occurrence,gini_lit_occurrence,avg_overlap_vars,avg_overlap_lits
f91ea80db6fd2cd16759ecfb9b0f73f5-unif-k3-r4.267-v5800-c24749-S951551402962180994,0.0,0.15853,0.218221,0.333447,0.333391
1b50bccec70b921e48307c2a3e9e5f7b-unif2p-p0.8-v2405-c7479-S527248282-10-UNSAT,0.057124,0.189995,0.259016,0.377852,0.377356
7038ba74bfed733ed3d2338747864faa-fclqcolor-10-06-07.shuffled-as.sat05-1274,0.0746069,0.279541,0.600826,0.401582,0.405334
99ecd021df19b04e230fab23c074f371-fdmus_b15_459,0.0938302,0.218329,0.258852,0.494587,0.45954
e465fa1c262b019c7ac01a5fd53e911b-mrpp_8x8#22_11,0.20096,0.378541,0.447898,0.454026,0.431814
1ab07a2dbf5cec993c7c8e1c5b3163f7-unif-k3-r4.267-v528-c2253-S8143987182719945640,0.0,0.158955,0.218454,0.334543,0.333873
b609cc5c3e910b022b915a546c4c3342-x9-07084.sat.sanitized,0.108541,0.0494085,0.328461,0.529026,0.497496
ee62312bae6bcda5d0b10edd2a371a5e-sted4_0x0-185,0.0883754,0.321677,0.486944,0.336591,0.329529
d2e4cb41473d1c08df5d0d1c2fd67423-connm-ue-csp-sat-n1200-d0.04-s736572600.sat05-546.reshuffled-07,0.00651081,0.194435,0.570641,0.349703,0.350531
208b329941b9748abfa2d7a2f7e99d54-hgen2-v250-s1715772823,0.0,0.0304655,0.0357143,0.333333,0.333333
572cd22470965e74fbd725a0f121c223-unif-c1935-v450-s565590065,0.0,0.149584,0.219262,0.334854,0.334081
d97295d7dc6ccbb6909cae267a2dac73-SGI_30_60_28_40_7-dir.shuffled-as.sat03-126,0.00552516,0.109588,0.548872,0.500493,0.5
404e9e616fad3675d27de126ea017357-fdmus_b21_410,0.092721,0.204077,0.241316,0.497484,0.462496
8147b5696a978ae5edc417c3b8ab18f0-fdmus_b20_167,0.0929023,0.208684,0.246878,0.49573,0.461991
479eff892c9b411e97bdb4fdd516ae01-unif-k7-r89-v60-c5340-S1368015355-04.UNSAT.shuffled,0.0,0.0205573,0.0317059,0.194147,0.166453
d84bbb9fc6b8e98a2a87af868f0eb61b-unif-c1890-v450-s1615727951,0.0,0.158345,0.219887,0.33471,0.333915
b675ff0d198a1ddf59de56ac6e98481f-marg3x3.shuffled-as.sat03-1450,0.09375,0.229167,0.229167,0.4,0.322449
f4409ca8dad33303963678a175341467-unif-r4.25-v450-c1912-10-S1210415589.used-as.sat04-50,0.0,0.161464,0.21439,0.334736,0.33407
cd16ed7d0232ac2aeedf8b1cb046b33c-mp1-ps_5000_21250_3_0_0.8_0_1.70_6,0.0,0.352094,0.382417,0.333596,0.333475
09b61bbf19748094a7d896aac314ab36-x9-12063.sat.sanitized,0.108479,0.0494144,0.328693,0.52902,0.497553
96c21b007e1e60383196988ee61fead2-x9-11075.sat.sanitized,0.108468,0.0486805,0.328367,0.529032,0.49757
92de6f79f69b9c66f72b5365d53612a8-unif-k6-r43.033-v220-c9467-S2187092813009128341,0.0,0.0335934,0.0488492,0.176509,0.171516
413d4f4930665243c568053bc5bf8b0d-okgen-c700-v350-s623694321-623694321,0.0,0.238639,0.277287,0.335276,0.334382
495a3a1081c933a9e6ec1413145636f1-fla-qhid-260-5,0.0,0.140359,0.211412,0.336044,0.334776
d5a4206bf6d160039b7786a7c670bd03-unif-k3-r4.2-v16000-c67200-S1826381479-08,0.0,0.157399,0.22103,0.333371,0.333349
62b91b0a3f34e3af4e3c81d51e278334-gencnf-k4-r9.88-v200-c1976-02-S158550323.used-as.sat04-172,0.0,0.0924873,0.127676,0.255772,0.25286
7a862277dc8a040d3e1992c26b996103-unif-k7-r85.0-v200-c17000-S8483128608654654041,0.0,0.0228055,0.0335547,0.156417,0.149489
58b84212c447de4aad05671065fc0d2b-longmult7,0.130208,0.308354,0.338063,0.480901,0.462789
47b918ab2f3dc9b351b375a50f623054-x9-05042.sat.sanitized,0.108497,0.0499075,0.328875,0.529016,0.497536
48fba50f6130deb7acf799397d83e4f1-c7552-s.shuffled,0.0989724,0.203033,0.223017,0.535278,0.482312
dde1d8e0ee853a5b9c25535fcdaa0e67-x9-09041.sat.sanitized,0.108485,0.0527854,0.330357,0.528954,0.497506
65e6b08f097bc8c00e4259d08aadd490-hgen3-v500-s1349121860,0.0,0.0299474,0.0357143,0.333333,0.333333
73ddf00dcea93cc1178217d416b4d192-bench_8691.smt2,0.112626,0.333267,0.333303,0.412174,0.394148
1485f3e0788a75cdd9cb29767a1a4998-rand_net40-60-10.shuffled,0.096973,0.160042,0.182253,0.518767,0.469112
9cb949551d9f268c62c72cb1ed81bc3e-mod2-rand3bip-sat-230-2.sat05-2189.reshuffled-07,0.0,0.0,0.0,0.407933,0.333527
870a35fa16bf51d7fdb363ccef56bd22-unif-c900-v450-s531829070,0.0,0.222239,0.285805,0.334875,0.334332
31946800b235e9de9b764c9e49bfbbf1-4col100_9_9.shuffled,0.00248962,0.00080766,0.00082015,0.524093,0.34158
7aa2ce107a9dbeaa2c9761354dbe70d7-rbsat-v760c43649g7,0.00772212,0.076425,0.529574,0.500666,0.5
a79ebe846c641a7c320fb5379cc79c72-OKgenerator_s0=32s1=40n=4000l=3cp=16800-Dnr0=0nr1=8-o.shuffled-as.sat05-1679,0.0,0.159666,0.221122,0.333533,0.333432
fbb92180756d3dd6e0ceed6bbc2fa517-unif-k6-r43.033-v220-c9467-S6390404689993100582,0.0,0.0330232,0.0473728,0.176479,0.171497
ca09569d71c60111ad798f623cf2693d-bench_2347.smt2,0.0942511,0.265181,0.265346,0.449996,0.394903
ece7d2f9a93b3396119ada10c4d3ccd4-fdmus_b22_342,0.0927383,0.203012,0.240029,0.501582,0.463454
89daf9a823b38e3718c0b8b7b0e7e197-unif-k3-r4.25-v460-c1955-S2106599808-035,0.0,0.153551,0.221496,0.334773,0.333868
9e2b8c18bbd37d252df908121ccfa2d2-unif-k7-r87.79-v116-c10184-S1739221206546805094,0.0,0.0179432,0.0301906,0.16716,0.154523
73be03ccda8175a9b4deb543ce8db138-unif-c800-v400-s1071440103,0.0,0.207429,0.273397,0.33559,0.334383
ee58d2f24e9a9596ee52b7ca6d0131ec-fdmus_b20_171,0.0928511,0.20831,0.246561,0.493161,0.461164
26b2edbaa9ca66c575b64ee0920f7d6a-genurq30Sat.shuffled-as.sat03-1508,0.0809626,0.206098,0.206104,0.38009,0.308511
3aa1c0eb7ba24900926d0dd8a8416aab-unif-r4.25-v550-c2337-04-S1849314671.used-as.sat04-64,0.0,0.156069,0.217785,0.334592,0.334066
dcc62467c5e59d50ee2e5df69a0c6a61-x9-08008.sat.sanitized,0.108585,0.0485404,0.327855,0.529054,0.497476
0701a1e3481e99b590185bd6a3f8631c-bench_5700.smt2,0.11746,0.325781,0.341203,0.40375,0.388587
b8b0ba9c80e50bfc9668c2ce0cb4d784-unif-k6-r43.37-v72-c3123-S7651801969690620423,0.0,0.0347867,0.0467432,0.199139,0.182106
143eb1d5010dc720785d002ef8a9df72-5col160_15_6.shuffled,0.0367012,0.000235821,0.189395,0.552412,0.328387
3b422f08a8b9686781fd77875a5dbd76-MD5-30-2,0.130427,0.48549,0.487501,0.389677,0.333353
1527378fc216e0506bf8b63d0fad56be-randomG-Mix-n18-d05,0.100493,0.589391,0.430801,0.5,0.5
1d4daeeddbdeb9ad48c15e96469d1a3f-SGI_30_50_30_20_1-dir.shuffled-as.sat05-439,0.0059625,0.120251,0.553734,0.500571,0.5
afb83534e3791f41de8e31ba626a0045-Break_unsat_08_11.xml,0.132338,0.324288,0.36937,0.502585,0.48866
93c242d02f5b2f7bd9a58dab54f99bd8-unif-k5-r21.3-v110-c2343-S914952752-019,0.0,0.0532519,0.0772231,0.215375,0.207578
f55a65e444509ce4dc2f933a4667027e-hgen6-4-24-n250-02-S643856825.shuffled-as.sat03-826,0.0,0.0278465,0.0377497,0.343058,0.333333
67f072fe16bf7e690b46832972924387-unif-k5-r21.3-v110-c2343-S1767813611-042,0.0,0.0481054,0.0764595,0.215282,0.207416
d6976ca965b5f443ab1d38706762fafa-unif-k5-r21.3-v110-c2343-S2094099432-08.SAT.shuffled,0.0,0.0544547,0.0798483,0.215358,0.207399
1911bb724b626d44649cdd27bf727098-iso-brn006.shuffled-as.sat05-3506,0.416453,0.750926,0.699403,0.309179,0.282824
9754fc1acf450ee2ed2083a211cfa487-stb_792_333.apx_0,0.230293,0.333242,0.378581,0.478443,0.432003
e38dc3e14d682fdfe87d8c1733a940ec-hgen6-4-24-n390-01-S877445642.shuffled-as.sat03-835,0.0,0.0324181,0.0380554,0.343046,0.333333
2556545eef74c9c38f59587d1aeaef42-unif-k3-r4.25-v420-c1785-S596342014-039,0.0,0.152579,0.217314,0.33504,0.334023
1723cacad73ccc0221560cd5ae0f163d-x9-08028.sat.sanitized,0.108633,0.0431236,0.324953,0.529161,0.497493
64808aedb74115db5d70dc74269d5a1d-x9-08071.sat.sanitized,0.108497,0.0483842,0.328114,0.529045,0.497556
6721e1ce9d1c0d3e467ac5a7a5465f33-x9-04008.sat.sanitized,0.108497,0.0491176,0.32848,0.529027,0.497539
a553e9cdf676a45c44c4223e75a7c604-Sz512_15128_5.smt2,0.101357,0.182593,0.204356,0.51206,0.45038
5a9ce84a8725164c40c90d2eb420bad9-sted5_0x0_n90-157,0.133879,0.638207,0.685993,0.339254,0.331689
3e65c71f888c929eea7433257b8da46a-x9-12007.sat.sanitized,0.108497,0.0506653,0.329254,0.529001,0.497524
5d1dace9784cace514f1ab6b84a895ae-unif-k4-r9.931-v1460-c14499-S4631505991980821135,0.0,0.0886154,0.125997,0.250773,0.250397
bfdba0b4ff196cc611190e290c8c4a59-fdmus_b17_384,0.0930921,0.192868,0.232036,0.515593,0.464797
f0233636a57af0620083b634788941d0-unif-r4.25-v650-c2762-04-S2045263509.used-as.sat04-84,0.0,0.154741,0.220386,0.334349,0.333877
ad1b1e3138c575961e07daf43d24de1f-bench_1186.smt2,0.0933121,0.262488,0.263479,0.44962,0.394431
1d4ff0a38cdd4f8fb424b4fb0c7574e7-clqcolor-16-11-14.shuffled-as.sat05-1261,0.0230747,0.311138,0.639041,0.360394,0.361513
1e1fd853553043c25e028ae4ed352e4a-unif-k6-r40.0-v400-c16000-S9028465226195258784,0.0,0.0347989,0.0508421,0.171964,0.169281
18e53879a7fa0d2bfe6d2e53ee2e15eb-fdmus_b17_392,0.093125,0.195055,0.235357,0.514629,0.464767
1b073533cf08d6cbb3d40187b9529015-bench_210.smt2,0.12023,0.289025,0.295812,0.448764,0.403573
25d6ed813eedc68cd84750ce67463f62-GreenTao_2-4-4_511,0.0,0.171436,0.171436,0.260229,0.255045
1a7a8aa061e82b717e9016a4f924e105-crn_11_100_s,0.0237655,0.227226,0.30211,0.361811,0.345786
54cb795c7288fd1e6b162071261bbf5a-fdmus_b21_175,0.0928056,0.207797,0.246092,0.491185,0.460342
fd9141bf22ad37a2135c4c1a74056088-unif-k7-r87.79-v104-c9130-S6297971360911819415,0.0,0.0231344,0.0337092,0.170296,0.155949
2f0d7831883c4f3273a15c5695766aad-bench_5040.smt2,0.117429,0.325732,0.341137,0.403747,0.388586
fadab6d609d16be740998e850b4c3393-unif-k7-r89-v75-c6675-S1640054673-078,0.0,0.019733,0.0299935,0.182424,0.161382
06e03d438c75d06f8df09f2999509749-x9-10065.sat.sanitized,0.108558,0.0483035,0.327842,0.529061,0.49751
67b0b2940b091d318ec25307a948f862-modgen-n200-m90860q08c40-4208,0.0,0.155369,0.21777,0.341578,0.337396
747c4cf4e4167affda11136125ac937c-4col220_9_4.shuffled,0.00113421,0.000373481,0.000376063,0.523164,0.340719
0b4421f6aac81e2dbc87c5b5ddae6511-52bits_12.dimacs,0.176137,0.478359,0.48313,0.342332,0.245628
59d2972f546f6f1ba1cd05f5a9e27edb-fdmus_b17_1297,0.0939174,0.218929,0.260618,0.495473,0.460543
fbd9ce0601dfa493fa36c34f38b33f70-instance_n5_i6_pp_ci_ce,0.155195,0.512421,0.548264,0.335619,0.332707
b3d7ad71800436d2d05186b4d4d1e6fe-fdmus_b22_507,0.0926592,0.205176,0.241868,0.486762,0.458873
168c1d11748e2a054266dc929c1a8d4a-unif-k3-r4.2-v10000-c42000-S597645631-10,0.0,0.158301,0.22207,0.333406,0.333369
f25a1c40fc0be3284bccdff4155ab7fd-bench_2481.smt2,0.0958105,0.275223,0.279442,0.445664,0.394234
9d44ef4eb0bf760f66e4f2e1f19bdffc-unif-r5.5-v600-c3300-02-S1555865358.shuffled-as.sat03-1161,0.0,0.132029,0.187746,0.334503,0.333927
24b6acadfdb100422f9985708389cb1b-unif-k5-r20.876-v580-c12108-S3182479428794397939,0.0,0.0588867,0.0805069,0.202834,0.20142
38095e04a9f5bd2ed354575fd8f5e67b-fdmus_b17_1335,0.0940936,0.223294,0.265621,0.493633,0.457834
96a4659b7072f4c2259a5c5448aa0c26-x9-03031.sat.sanitized,0.108461,0.0515219,0.329811,0.528986,0.497552
939ff1d8b5438a9be5e8b447205d08a1-dp04s04.shuffled,0.0996112,0.25134,0.283892,0.48909,0.46137
4e764aae0227c26d439ffc704a333b99-fdmus_b22_140,0.0928388,0.208388,0.246736,0.492641,0.460994
4aeee81c2551fd545429c7f01855d623-fsf-300-354-2-2-3-2.63.opt,0.0666667,0.420791,0.423131,0.349775,0.340402
b4447e8364ea60c671ca3b6dfd9943de-rovers4_v01i.shuffled-as.sat05-4047,0.166205,0.37197,0.531795,0.524228,0.506745
420e691ef43275de7810ce0c481e9547-gto_p50c314_1,0.262558,0.271146,0.320932,0.479252,0.430772
9d12540384f567e0d699e1235ed61522-unif-k5-r21.3-v100-c2130-S2098066936-001.UNKNOWN,0.0,0.0534178,0.0766761,0.217027,0.208395
33274f19a300162ed49412f30cca1c1f-unif-k3-r4.267-v11200-c47790-S8305288709296839458,0.0,0.157062,0.218543,0.333392,0.333362
4e8b83bd1a30328538dc385451f87876-fla-komb-360-3,0.0,0.139053,0.198063,0.334981,0.334282
1f3432a4334cb4a8f752a3c341c4c9c0-unif-k3-r4.267-v9600-c40963-S8991970385594957097,0.0,0.15602,0.218834,0.333396,0.333362
dc849b5288d016099c9dc2e70d0c7d5b-manthey_DimacsSorter_28_3,0.10491,0.170182,0.215098,0.527815,0.48867
53f7ea54008d7f0496e8f8d8f906bea7-ferry9_ks99a.renamed-as.sat05-4008,0.0198544,0.447631,0.681406,0.501655,0.499974
c907b020a33760d09b5075071320e5ce-bench_3455.smt2,0.0933892,0.262441,0.2631,0.450085,0.394769
35e041adb14f2fec241d67861882e08b-16_16_default_mapped_ultra_and_and_dadda_origin_bit28,0.0956652,0.223542,0.235076,0.492896,0.420196
0edb98ed8db3ef5bee8369540ea98916-bench_7247.smt2,0.109027,0.275829,0.287551,0.458068,0.403818
833c0c0cd07db3a7423dc73f0d2378d2-Urquhart-s3-b6.shuffled,0.0516982,0.198774,0.198774,0.285386,0.246459
8d458780fb74c28c01a5fe89990ad521-mchess16-mixed-45percent-blocked,0.0873904,0.96661,0.277112,0.5,0.5
10c7ae48f5fa066625cd9867c06b13eb-hgen2-v650-s170527639,0.000146477,0.0312206,0.0358659,0.333431,0.333436
b1222d50496fccb0bbc7be8b3146c7f5-fdmus_b17_1420,0.0937868,0.215729,0.255973,0.496192,0.460462
40a362e9b1f323194ce8d58ea7212fd9-unif-k7-r86.395-v150-c12959-S4202804445618861478,0.0,0.0231236,0.031699,0.161264,0.151767
64587ac415b5859070268ea990d76359-unif-k7-r89-v80-c7120-S1901567697-013.UNKNOWN,0.0,0.0219417,0.0298648,0.179634,0.160125
29fb7d9de75c58f6f0da7b4df997f0af-iso-brn005.shuffled-as.sat05-3505,0.418757,0.731967,0.699405,0.306853,0.280979
c8cc4430c52254bea5c6c516fa8d149d-unif2p-p0.8-v1665-c5178-S1404069132-16-SAT,0.0571247,0.192082,0.258512,0.3779,0.377822
33bcfc61d3693df011d73a064d08796b-unif-k3-r4.245-v14600-c61977-S5822336859826687267,0.0,0.157825,0.221278,0.333378,0.333357
bccca0c6d7022dd8a80951db2c870f3d-3col100_5_8.shuffled,0.0597959,0.00181535,0.125374,0.603384,0.385534
a3d5d022398a6aab97ea26d5429ccb0c-AProVE07-25,0.133482,0.300653,0.316324,0.468302,0.416568
65cbdd1fa0abf1d2e31ba48b5cfbcb16-een-tip-sat-vis-eisen,0.0970095,0.254203,0.295209,0.487639,0.462291
a210004ec9c05ce45efb6a037d226e28-unif-c1260-v300-s76038298,0.0,0.157515,0.229937,0.33559,0.334476
a10ac377ffa3193589df4d06f6506f3b-WS_400_32_90_10.apx_1_DS-ST,0.126022,0.234431,0.456034,0.493503,0.485881
84415ef24367ed77a82922c13d7b8f30-hgen3-v350-s1711636364,0.0,0.0290433,0.0357143,0.333333,0.333333
de37d901995d94da3d65374239a2adf6-bench_3216.smt2,0.0934862,0.262681,0.263342,0.449886,0.394685
52d15a6a5830c3ba5f07bb86976afdef-unif-c3250-v650-s1215296034,0.0,0.13903,0.196457,0.334479,0.334053
cbe9a57e080e13d56c366271b3031cd3-srhd-sgi-m32-q326.25-n30-p30-s48700942,0.0047017,0.13762,0.563787,0.500365,0.5
8549a59214f5c35da1333eb1ee77df30-PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418,0.112425,0.290126,0.315906,0.43376,0.400501
f0bfe79890814ef4e42638a45b852114-okgen-c2150-v500-s985468311-985468311,0.0,0.147718,0.213088,0.334696,0.33403
cf3caf70a497d18463270ccba626a84c-glassy-v348-s1076515902,0.0,0.0,0.127185,0.33509,0.334217
55d4ce3dcceacedd43388718db38b456-fdmus_b17_1292,0.0939433,0.218483,0.259988,0.49627,0.460922
cb2ca58c7ffa2b25af30113a17b8093d-bench_3488.smt2,0.0934526,0.262693,0.263234,0.449866,0.394684
cd9a6767f4605213966294c59a569b52-ls11-normalized,0.179889,0.461549,0.507494,0.498919,0.498664
8647c26ddc3d8d67dd6691583b83f310-LS6_diag,0.186907,0.470343,0.512638,0.496534,0.495293
2eff7564866cd56a6bb6b63104afc579-OKgenerator_s0=32s1=17n=10000l=3cp=42000-Dnr0=0nr1=2-o.shuffled-as.sat05-1648,0.0,0.157422,0.219722,0.333398,0.333368
7bb1fb56d0c40323492370c485bd25da-fla-550-5,0.0,0.152066,0.214455,0.334455,0.334084
4dbb30233cba7f1241edef9ec6b88872-unif-k3-r4.252-v10400-c44221-S9217958742503400031,0.0,0.156842,0.220212,0.333397,0.333362
f70cade238a34edab854f2c5cac881ea-fixedbandwidth-eq-40_shuffled,0.00499346,0.0192509,0.0194525,0.440564,0.416953
dfa10e80a6ed52867f50d9b62d714975-unif-k7-r85-v400-c34000-S817927155-033-UNKNOWN,0.0,0.022725,0.0336343,0.149462,0.14612
106e3f289d291c78860ae6485a0ce2c0-mp1-klieber2017s-1200-024-eq,0.0952576,0.264059,0.308069,0.464895,0.458809
7ac08b81818976e869cc67982697725a-unif-c3250-v500-s1807613568,0.0,0.121037,0.178438,0.334685,0.334066
9ddfe0b6353a77a6e4aa80649f00ddf0-fdmus_b20_240,0.0930451,0.210018,0.247299,0.498734,0.460534
9e2526a5e2a9de7a60b9e731eee9fd94-unif-k7-r87.79-v100-c8779-S3855770444159238633,0.0,0.0221999,0.033053,0.171477,0.156496
86e3f171517edaef3200139d078e0ca7-fdmus_b17_1491,0.0937529,0.221438,0.262819,0.492774,0.457922
5d91926029e686d0d85c8e8e1ca5df6d-bench_17813.smt2,0.105941,0.276786,0.288437,0.448592,0.401015
1e7eee71e7203d719a05377540b8036c-unif-k6-r41.011-v340-c13944-S5614555370592653333,0.0,0.0350986,0.0492016,0.172958,0.16977
dc941cd378edf583207519058ef6d0f9-bench_2581.smt2,0.094217,0.263973,0.264046,0.450047,0.394982
10f58658725d26a71262cd04f3088a1d-too_large_gr_rcs_w6.shuffled,0.0231557,0.34554,0.637051,0.5,0.5
a00dce6e47d627bd500686f00d21b03a-bench_17808.smt2,0.101827,0.257652,0.273598,0.436271,0.391983
cf0c4cd063fcefa3a2ef8be1a2f19a61-unif-k5-r20.516-v1000-c20516-S1991351977812943247,0.0,0.0564417,0.0790049,0.20162,0.200809
2303d79a81e162a293c7c18352041a22-unif-k5-r20.876-v580-c12108-S8301019264782545009,0.0,0.0519946,0.0756187,0.202769,0.201397
982602b98922a55ddc96fbe3cb8de985-unif-k5-r21.117-v260-c5490-S9017938318798583299,0.0,0.051882,0.0764713,0.206361,0.203127
befeb08c54c8ed4b2ea91c9e4ef48d9f-unif-k7-r89-v70-c6230-S1354285755-030,0.0,0.020363,0.0322429,0.185714,0.162823
5a38bedc09cc2c4e7e586c626c42d62f-unif-c900-v450-s1127802677,0.0,0.215618,0.270066,0.334424,0.333931
85d619e925935406bcbf43007ae9f110-hidden-k3-s1-r5-n550-02-S1395959893.shuffled-as.sat03-1011,0.0,0.136927,0.215328,0.334569,0.333907
6c1a04b26f0cd18a6e8063578c865e10-fdmus_b20_389,0.0925348,0.201351,0.238347,0.489634,0.459557
393343e614a43dc4cf22f19093a7c189-par32-4.debugged,0.0838837,0.337427,0.324188,0.3762,0.349354
19e2c3a0865c8c1b4543d11213bebe5f-x9-09024.sat.sanitized,0.108543,0.0482904,0.327896,0.529056,0.497519
a24ce4beb8c7dd7e5453e2a0456af8ee-hwb-n22-01-S1917708524.shuffled-as.sat03-1612,0.0767357,0.292887,0.292905,0.40929,0.35867
c5a52d7a1eee43581f7b320b95554d3c-i8mul.miter.shuffled-as.sat03-354,0.177939,0.382713,0.416843,0.439977,0.373999
9ce588eb17fa0e50e4723dc49508c0f5-unif-k3-r4.26-v700-c2982-S893015585-015.SATISFIABLE,0.0,0.152155,0.218078,0.33429,0.333814
ffc0bb68c66f0fce8d6118876a8eb725-x9-09064.sat.sanitized,0.108497,0.049054,0.328449,0.52903,0.497545
dbed016ad952d8105c1a8149681d9b21-Urquhart-s5-b8.shuffled,0.0965735,0.324766,0.324766,0.331309,0.276332
bdcb212398aa054bc4cac4603007f1d2-MD5-28-2,0.130681,0.484029,0.48594,0.392321,0.334901
dbe6860a00343571b9831bce40a1fa60-unif-k6-r43.37-v64-c2776-S4039208327453221766,0.0,0.0310962,0.0470204,0.203783,0.184198
33150e8f8c48aa01289e92a9bdd55f71-x9-08077.sat.sanitized,0.108523,0.0483711,0.328011,0.529044,0.497528
2b8b0161c772b1470b0a754b8c93ccc0-3col80_5_5.shuffled,0.060945,0.00225058,0.125463,0.604222,0.386324
b6c4cb30f12cdc7518d8bc0b992e943a-unif-c1062-v250-s1628921585,0.0,0.164768,0.221939,0.335997,0.33455
685ccfb92d6337cee0871eff906b5949-unif-k4-r9.931-v1670-c16585-S4137524274722727080,0.0,0.0891529,0.128071,0.25066,0.250336
c9a5010f73af6f6ff4aaf30dd3c79179-shuffling-1-s409894747-of-bench-sat04-426.used-as.sat04-565,0.0912931,0.352045,0.517945,0.510468,0.498091
cf4f8b92324a36fd205507f16e0c2a96-fdmus_b22_347,0.0928045,0.204535,0.241262,0.496886,0.46224
a3c6cf1776a3b89e8b5ed137a2169a46-problem_10.smt2,0.0964282,0.138251,0.176802,0.500526,0.447219
d11da1e98d9c42a5718d9832f2335dd3-hwb-n24-03-S1887675605.shuffled-as.sat03-1619,0.0775233,0.284509,0.284557,0.416871,0.36281
58fc727e08a8b94b6f74884f2d55ce25-unif-k6-r43.37-v233-c10105-S4222812319462556735,0.0,0.0350384,0.0467679,0.175934,0.171224
761304a2371ae48636da2c7e15ddd5fc-fdmus_b17_422,0.0924813,0.176963,0.215999,0.521032,0.465439
3329ee64b5d4370c773caa13ed6caece-fdmus_b15_432,0.0941091,0.222587,0.26471,0.494217,0.458794
95098f8c303b593703785fc721168952-bench_2166.smt2,0.106861,0.275655,0.287822,0.453292,0.402255
6b5411875b993950be0de543c91390fb-MUS-v330-2,0.0,0.19983,0.224175,0.335726,0.334133
81d2158d506ea1049708837460b9387e-WS_400_24_70_10.apx_2_DC-AD,0.123636,0.236731,0.459008,0.493064,0.484664
eea1f48a8ee1406432b1f6f64c989ddf-counting-easier-fphp-014-012.sat05-1215.reshuffled-07,0.0331034,0.0,0.46,0.509338,0.5
089f909e37b3ef0c4d90687f7e22b68f-simon-r18-0.sanitized,0.073125,0.214236,0.216291,0.450743,0.383459
b043961aac8f0da9f34f02213a6384a3-unif-k5-r20-v1100-c22000-S155821307-034,0.0,0.0561003,0.0806294,0.201448,0.200715
432c83fda64e4f17ed724ee91dec26f9-unif-k5-r21.3-v120-c2556-S357555833-073,0.0,0.0576109,0.0809716,0.214132,0.2069
3c4a7360ca6ba5d1549ac38a56cfcb75-x9-03080.sat.sanitized,0.108461,0.0473764,0.327738,0.529051,0.49759
716f1f8fd4e8e3fb3b54d5839fe972bc-unif-k3-r4.26-v400-c1704-S1511266249-002.UNKNOWN,0.0,0.153987,0.214627,0.334752,0.334095
6ca925ed5f72ae3a561a8866d8e1b219-unif-k3-r4.25-v360-c1530-S2032263657-035,0.0,0.160972,0.224878,0.335219,0.334305
66aba128364eaf4bd2c5bac93694dc7f-SGI_30_40_30_20_2-dir.shuffled-as.sat03-104,0.0063919,0.116467,0.551382,0.500658,0.5
79b829d24f00e93a41873b955137dd25-x9-10005.sat.sanitized,0.108398,0.0517119,0.330123,0.528957,0.497578
3aee6a46528f891d25524184d24cd648-unif-k3-r4.25-v520-c2210-S1977519792-030,0.0,0.154067,0.215677,0.334725,0.333922
4761df10c93b58dc5985ca8a43c959cf-arles_thres10_p10_r8188,0.52096,0.529296,0.545862,0.375868,0.376682
7d96e6ac6a62e2fc223ed407a367266c-unif-k3-r4.267-v8800-c37550-S4262206290997711842,0.0,0.157758,0.217752,0.333408,0.333368
ded23680dfeab2879c05bc0e4de21126-x9-09014.sat.sanitized,0.108485,0.047186,0.327557,0.529054,0.497563
ca3cf0bdc9f9a7d5f9024c8df7e04756-SGI_30_60_23_50_8-dir.shuffled-as.sat03-116,0.00573738,0.121267,0.554484,0.500528,0.5
9d60fc749103e5b017cdb6f92413ebf4-unif2p-p0.8-v2405-c7479-S514014285-17-SAT,0.057124,0.191398,0.258985,0.37756,0.377283
2e79809b3bf991cad61452ed513b62a5-hgen7-n250-01-S1421824751.shuffled-as.sat03-850,0.0,0.055029,0.055029,0.352275,0.333333
9f8f40dbeb058fd62115d6fd90cf69b4-x9-07093.sat.sanitized,0.108497,0.0483874,0.328115,0.529046,0.497556
34250f864a630c141121d0d11e4f3479-x9-09048.sat.sanitized,0.108543,0.049088,0.328295,0.52902,0.497489
46f381273215f91620471098a5dd837f-unif-k3-r4.25-v460-c1955-S1159067237-017,0.0,0.167652,0.223945,0.334742,0.334097
4cfd8039e1d4b73121092bdcd7ad8b5b-C210_FW_UT_8634,0.458505,0.854372,0.830139,0.407197,0.396421
f5dc5f84dac4efeac9278c9b1fa9f597-unif-k3-r4.26-v550-c2343-S1693168158-005.UNKNOWN,0.0,0.156754,0.217786,0.334586,0.333856
0cf5f298dc31189b2e97838ee998e1a4-OKgenerator_s0=32s1=17n=10000l=3cp=42000-Dnr0=0nr1=4-o.shuffled-as.sat05-1651,0.0,0.157385,0.22084,0.333401,0.333371
392503728204ce29e84dc9b76ee3354e-bench_10064.smt2,0.108738,0.275867,0.287968,0.45622,0.403207
141694cf6b4633c9cf31e0b955aef79a-bench_7125.smt2,0.111432,0.278095,0.290626,0.460067,0.405045
044a95f1445afa3e02a258417ab90ab9-unif-k5-r20-v1500-c30000-S1793954886-065-UNKNOWN,0.0,0.0548124,0.0780909,0.201067,0.200534
cedd2484b163cac194eaed1865012f33-bench_1889.smt2,0.0940638,0.263885,0.263983,0.450204,0.395033
675960c861136dd20a379d085364e4e3-bqwh.50.825.shuffled-as.sat05-435,0.0981132,0.0918598,0.392741,0.517984,0.493222
